strategy,trade_count,win_rate,avg_pnl_usd,avg_pnl_pct,profit_factor,max_drawdown_pct,regime_fit
breakout,6,1.0,41.504237060903364,0.00409636680199525,inf,0.0,1.0
mean_reversion,1,0.0,-39.53586124449091,-0.0037940189671541087,0.0,0.0,0.0
trend,7,0.7142857142857143,33.8689986821444,0.0033316034853954324,2.819724094831172,0.35983001190173325,0.7142857142857143
