trade_id,pair,side,entry_time,exit_time,entry_price,exit_price,size_units,pnl_quote,pnl_usd,pnl_pct,cumulative_pnl_usd,cumulative_pnl_pct,entry_reason,exit_reason,entry_regime,exit_regime,bars_held,max_favorable_excursion_pct,max_adverse_excursion_pct,commission_paid_usd,signal_strength,equity_at_entry,strategy_scores,position_type
1,EURUSD,Short,2020-02-07 16:00:00+00:00,2020-02-12 08:00:00+00:00,1.09461,1.0925150501920897,9135,19.13736649526116,19.13736649526116,0.001913736649526116,19.13736649526116,0.001913736649526116,Channel Breakout Short,Trailing Stop Exit,volatility_spike,trend_down,17,0.005006349293355763,-0.0010323311499071388,0.0,-0.7402934366265616,10000.0,"{'trend': 0.12985328168671928, 'mean_reversion': 0.12985328168671928, 'breakout': 0.7402934366265616}",Short
2,EURUSD,Short,2020-02-12 16:00:00+00:00,2020-02-18 16:00:00+00:00,1.08663,1.0819211097859442,9220,43.41596777359391,43.41596777359391,0.0043333039747294145,62.55333426885507,0.006255333426885507,Channel Breakout Short,Trailing Stop Exit,volatility_spike,trend_down,25,0.00744503648896122,-0.0020614192503428212,0.0,-0.8130757265602482,10019.13736649526,"{'trend': 0.09346213671987595, 'mean_reversion': 0.09346213671987595, 'breakout': 0.8130757265602482}",Short
3,EURUSD,Long,2020-02-25 16:00:00+00:00,2020-02-27 12:00:00+00:00,1.08815,1.100526001669371,9247,114.4408874366739,114.4408874366739,0.011372947167090882,176.99422170552896,0.017699422170552894,Channel Breakout Long,ATR Take Profit,volatility_spike,volatility_spike,11,0.011478196939760247,-0.002444515921518067,0.0,0.813999887231004,10062.553334268856,"{'trend': 0.09300005638449799, 'mean_reversion': 0.09300005638449799, 'breakout': 0.813999887231004}",Long
4,EURUSD,Long,2020-02-27 12:00:00+00:00,2020-02-28 12:00:00+00:00,1.09843,1.098998879712176,9265,5.270670533309676,5.270670533309676,0.0005179005135001818,182.26489223883863,0.01822648922388386,Channel Breakout Long,Break-Even Stop,volatility_spike,volatility_spike,6,0.006254381253243203,-0.0030407035496118283,0.0,0.8200004306207236,10176.994221705529,"{'trend': 0.08999978468963815, 'mean_reversion': 0.08999978468963815, 'breakout': 0.8200004306207236}",Long
5,EURUSD,Long,2020-03-02 08:00:00+00:00,2020-03-02 20:00:00+00:00,1.11184,1.1125521282077508,9158,6.521670126582798,6.521670126582798,0.0006404930725730548,188.78656236542142,0.01887865623654214,Channel Breakout Long,Break-Even Stop,volatility_spike,volatility_spike,3,0.005945100014390564,-0.0016818966757807224,0.0,0.8197253147238136,10182.264892238838,"{'trend': 0.090125590657074, 'mean_reversion': 0.09014909461911229, 'breakout': 0.8197253147238136}",Long
6,EURUSD,Long,2020-03-03 04:00:00+00:00,2020-03-04 12:00:00+00:00,1.11199,1.1127603326676394,9162,7.057787900911935,7.057787900911935,0.0006927015162906115,195.84435026633335,0.019584435026633335,Trend Bullish,Break-Even Stop,trend_up,trend_up,8,0.00840834899594418,-0.002212250110162977,0.0,0.7307580983435054,10188.786562365422,"{'trend': 0.7307580983435054, 'mean_reversion': 0.10088824492055856, 'breakout': 0.168353656735936}",Long
7,EURUSD,Long,2020-03-06 00:00:00+00:00,2020-03-09 00:00:00+00:00,1.12336,1.1423794280179171,9076,172.62032869061676,172.62032869061676,0.01693045938722158,368.46467895695014,0.03684646789569501,Trend Bullish,ATR Take Profit,trend_up,volatility_spike,7,0.023305084745762795,-0.0012996724113374313,0.0,0.7844550915581531,10195.844350266334,"{'trend': 0.7844550915581531, 'mean_reversion': 0.08076732254700995, 'breakout': 0.13477758589483704}",Long
8,EURUSD,Short,2020-03-17 08:00:00+00:00,2020-03-20 04:00:00+00:00,1.10126,1.0828493430156485,9144,168.34704746490922,168.34704746490922,0.01623644895146083,536.8117264218594,0.053681172642185936,Trend Bearish,Trailing Stop Exit,trend_down,trend_down,17,0.03268074750740058,-0.0029511650291486093,0.0,-0.7849169070541628,10368.46467895695,"{'trend': 0.7849169070541628, 'mean_reversion': 0.08057128184251157, 'breakout': 0.1345118111033255}",Short
9,EURUSD,Short,2020-03-20 04:00:00+00:00,2020-03-23 12:00:00+00:00,1.08138,1.0796513248321655,8127,14.04894308899083,14.04894308899083,0.0013333201212812821,550.8606695108502,0.055086066951085026,Trend Bearish,Break-Even Stop,trend_down,trend_down,9,0.016469696129020422,-0.001303889474560202,0.0,-0.790273844086984,10536.81172642186,"{'trend': 0.790273844086984, 'mean_reversion': 0.0789501416817431, 'breakout': 0.1307760142312728}",Short
10,EURUSD,Long,2020-03-29 20:00:00+00:00,2020-03-30 12:00:00+00:00,1.11361,1.1042388764454307,9474,-88.78202455598918,-88.78202455598918,-0.008414671308526077,462.07864495486103,0.046207864495486105,Trend Bullish,ATR Exit,trend_up,trend_up,4,0.00019755569723701205,-0.011323533373443136,0.0,0.7895760266157233,10550.86066951085,"{'trend': 0.7895760266157233, 'mean_reversion': 0.07918813160925181, 'breakout': 0.1312358417750249}",Long
