regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,9,0.7777777777777778,1255.18191851991,0.012321523261943503,14.0
trend_down,4,0.75,307.6577117353185,0.007026940204910388,15.75
trend_up,11,0.5454545454545454,412.5868434483546,0.003374986713551921,9.090909090909092
volatility_spike,12,0.75,1131.1237755740262,0.008354910290582229,6.5
