regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,1,0.0,-52.81607329402345,-0.005316170968853523,3.0
trend_down,1,1.0,253.5935404327686,0.024996816532756216,12.0
trend_up,1,1.0,6.460328477024525,0.0006537359567594425,3.0
volatility_spike,4,0.75,200.26290740420018,0.005064582193551097,8.75
