regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,7,0.42857142857142855,-4.4346213012580336,-5.890393082901167e-05,8.571428571428571
trend_down,1,0.0,-25.17663411449405,-0.002518774413567787,5.0
trend_up,3,0.0,-88.84849086284333,-0.0030080560522155434,6.333333333333333
volatility_spike,7,0.42857142857142855,-90.69441340043927,-0.0012978915230842784,8.857142857142858
