timestamp,pair,equity,realized_pnl_usd,unrealized_pnl_usd,position_side,regime,close,quote_to_usd
2026-05-25 14:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164235,1.0
2026-05-25 14:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164135,1.0
2026-05-25 14:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16417,1.0
2026-05-25 14:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16419,1.0
2026-05-25 14:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164445,1.0
2026-05-25 14:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164455,1.0
2026-05-25 14:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16434,1.0
2026-05-25 14:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164215,1.0
2026-05-25 15:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16413,1.0
2026-05-25 15:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164145,1.0
2026-05-25 15:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,volatility_spike,1.16442,1.0
2026-05-25 15:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16455,1.0
2026-05-25 15:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164685,1.0
2026-05-25 15:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164585,1.0
2026-05-25 15:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16454,1.0
2026-05-25 15:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164525,1.0
2026-05-25 15:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164525,1.0
2026-05-25 15:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16428,1.0
2026-05-25 15:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164405,1.0
2026-05-25 15:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164215,1.0
2026-05-25 16:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164235,1.0
2026-05-25 16:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16411,1.0
2026-05-25 16:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16399,1.0
2026-05-25 16:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163885,1.0
2026-05-25 16:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163895,1.0
2026-05-25 16:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163835,1.0
2026-05-25 16:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163855,1.0
2026-05-25 16:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163765,1.0
2026-05-25 16:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16384,1.0
2026-05-25 16:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163975,1.0
2026-05-25 16:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.1639,1.0
2026-05-25 16:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16411,1.0
2026-05-25 17:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164095,1.0
2026-05-25 17:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164065,1.0
2026-05-25 17:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164205,1.0
2026-05-25 17:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164315,1.0
2026-05-25 17:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164285,1.0
2026-05-25 17:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164385,1.0
2026-05-25 17:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164365,1.0
2026-05-25 17:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164285,1.0
2026-05-25 17:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16432,1.0
2026-05-25 17:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164235,1.0
2026-05-25 17:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16433,1.0
2026-05-25 17:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164305,1.0
2026-05-25 18:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16425,1.0
