timestamp,pair,equity,realized_pnl_usd,unrealized_pnl_usd,position_side,regime,close,quote_to_usd
2026-05-25 10:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164335,1.0
2026-05-25 10:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164235,1.0
2026-05-25 10:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164285,1.0
2026-05-25 11:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164185,1.0
2026-05-25 11:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16414,1.0
2026-05-25 11:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164185,1.0
2026-05-25 11:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164375,1.0
2026-05-25 11:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16441,1.0
2026-05-25 11:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164445,1.0
2026-05-25 11:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16446,1.0
2026-05-25 11:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164835,1.0
2026-05-25 11:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164965,1.0
2026-05-25 11:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16473,1.0
2026-05-25 11:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164815,1.0
2026-05-25 11:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164385,1.0
2026-05-25 12:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164485,1.0
2026-05-25 12:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16436,1.0
2026-05-25 12:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16457,1.0
2026-05-25 12:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16458,1.0
2026-05-25 12:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164495,1.0
2026-05-25 12:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16442,1.0
2026-05-25 12:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164905,1.0
2026-05-25 12:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16483,1.0
2026-05-25 12:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.165025,1.0
2026-05-25 12:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.165005,1.0
2026-05-25 12:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16483,1.0
2026-05-25 12:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164835,1.0
2026-05-25 13:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164885,1.0
2026-05-25 13:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164935,1.0
2026-05-25 13:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164735,1.0
2026-05-25 13:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164495,1.0
2026-05-25 13:20:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164475,1.0
2026-05-25 13:25:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16441,1.0
2026-05-25 13:30:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164385,1.0
2026-05-25 13:35:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164405,1.0
2026-05-25 13:40:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16419,1.0
2026-05-25 13:45:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.1641,1.0
2026-05-25 13:50:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.1641,1.0
2026-05-25 13:55:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.163895,1.0
2026-05-25 14:00:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164135,1.0
2026-05-25 14:05:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.164155,1.0
2026-05-25 14:10:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16394,1.0
2026-05-25 14:15:00+00:00,EURUSD,10000.0,0.0,0.0,Flat,range,1.16411,1.0
