timestamp,pair,equity,equity_peak,drawdown_pct,signal_bias,final_signal,risk_approved,risk_reason,risk_amount_usd,regime,trading_enabled,circuit_breaker_active,cooldown_bars_remaining
2026-05-25 10:45:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 10:50:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 10:55:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:00:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:05:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:10:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:15:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:20:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:25:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:30:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:35:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:40:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:45:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:50:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 11:55:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:00:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:05:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:10:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:15:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:20:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:25:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:30:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:35:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:40:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:45:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:50:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 12:55:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:00:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:05:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:10:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:15:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:20:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:25:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:30:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:35:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:40:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
2026-05-25 13:45:00+00:00,EURUSD,10000.0,10000.0,0.0,0,0.0,False,flat_signal,0.0,range,True,False,0
