strategy,trade_count,win_rate,avg_pnl_usd,avg_pnl_pct,profit_factor,max_drawdown_pct,regime_fit
breakout,12,0.4166666666666667,-16.667247578223634,-0.001685776996246349,0.31055167172036435,0.0,0.4166666666666667
mean_reversion,6,0.3333333333333333,-5.073589915016051,-0.0005274779261863493,0.7056698287209,1.6741492497039079,0.3333333333333333
trend,8,0.375,-25.763830274220936,-0.0026337827590582107,0.05997918596289257,0.0,0.375
