regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,6,0.3333333333333333,-30.441539490096304,-0.0005274779261863493,10.0
trend_down,5,0.2,-177.11542949308227,-0.003620727003375155,5.2
trend_up,3,0.6666666666666666,-28.99521270068525,-0.0009888756851966368,10.0
volatility_spike,12,0.4166666666666667,-200.0069709386836,-0.001685776996246349,6.5
