regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,8,0.5,-192.43609530386757,-0.002421804906571641,14.125
trend_down,2,0.0,-198.99325864290412,-0.009999659527459598,12.0
volatility_spike,7,0.8571428571428571,66.31749572293697,0.0009730900296039433,9.571428571428571
