strategy,trade_count,win_rate,avg_pnl_usd,avg_pnl_pct,profit_factor,max_drawdown_pct,regime_fit
breakout,7,0.8571428571428571,9.473927960419568,0.0009730900296039433,1.6628912357364218,0.8344759490011022,0.8571428571428571
mean_reversion,8,0.5,-24.054511912983447,-0.002421804906571641,0.5147305525835753,2.0335002831015743,0.5
trend,2,0.0,-99.49662932145206,-0.009999659527459598,0.0,0.0,0.0
