trade_id,position_type,step_type,timestamp,signal_reason,price,size,net_pnl_usd,net_pnl_pct,cumulative_pnl_usd,cumulative_pnl_pct,favorite_excursion_pct,adverse_excursion_pct
19,Long,Exit,2024-12-20 08:00:00+00:00,ATR Exit,156.71269819495228,9964.0,-65.016454090626,-0.006524854395128476,-100.5865751391578,-0.01005865751391578,0.001194043273543407,-0.0070729524486311994
19,Long,Entry,2024-12-19 12:00:00+00:00,Channel Breakout Long,157.73565680000002,9964.0,0.0,0.0,-35.5701210485318,-0.0035570121048531804,0.0,0.0
18,Long,Exit,2024-12-19 00:00:00+00:00,ATR Take Profit,155.4034625303365,9787.0,177.2357001594346,0.01810893877465805,-35.5701210485318,-0.0035570121048531804,0.018632148383767182,-0.0052026708247235815
18,Long,Entry,2024-12-12 04:00:00+00:00,Trend Bullish,152.59188535,9787.0,0.0,0.0,-212.8058212079664,-0.02128058212079664,0.0,0.0
17,Short,Exit,2024-12-03 00:00:00+00:00,Break-Even Stop,149.91604315521877,9780.0,6.415089831306179,0.0006558874066122911,-212.8058212079664,-0.02128058212079664,0.006249359126510742,-0.0048828985004789535
17,Short,Entry,2024-11-29 08:00:00+00:00,Trend Bearish,150.01449445,9780.0,0.0,0.0,-219.22091103927258,-0.021922091103927257,0.0,0.0
16,Long,Exit,2024-09-24 20:00:00+00:00,ATR Exit,142.86752522559985,9875.0,-94.6497862633563,-0.009584372229222156,-219.22091103927258,-0.021922091103927257,0.003060003084188022,-0.009363939060330994
16,Long,Entry,2024-09-20 08:00:00+00:00,Channel Breakout Long,144.23763240000002,9875.0,0.0,0.0,-124.57112477591627,-0.012457112477591627,0.0,0.0
15,Long,Exit,2024-09-20 00:00:00+00:00,ATR Exit,141.9652217265482,9960.0,-85.41572869005876,-0.008575149205369031,-124.57112477591627,-0.012457112477591627,0.004054359575381113,-0.00861452324997213
15,Long,Entry,2024-09-19 00:00:00+00:00,Channel Breakout Long,143.1854746,9960.0,0.0,0.0,-39.15539608585751,-0.003915539608585751,0.0,0.0
14,Short,Exit,2024-08-05 20:00:00+00:00,ATR Exit,145.32018158865665,7930.0,-101.37020096195408,-0.010074342769231144,-39.15539608585751,-0.003915539608585751,0.011958179374880142,-0.01651735584254879
14,Short,Entry,2024-08-05 04:00:00+00:00,Channel Breakout Short,143.45647830000001,7930.0,0.0,0.0,62.21480487609657,0.006221480487609657,0.0,0.0
13,Short,Exit,2024-08-01 04:00:00+00:00,Break-Even Stop,149.98154206383583,9991.0,11.92901747129867,0.0011869331602737438,62.21480487609657,0.006221480487609657,0.011004710640143751,-0.007302370799578283
13,Short,Entry,2024-07-31 08:00:00+00:00,Channel Breakout Short,150.16047255,9991.0,0.0,0.0,50.2857874047979,0.00502857874047979,0.0,0.0
12,Short,Exit,2024-07-25 12:00:00+00:00,ATR Exit,153.26248693488245,10122.0,-71.80520195599306,-0.007093909947210181,50.2857874047979,0.00502857874047979,0.0015060182190681662,-0.013293202840228982
12,Short,Entry,2024-07-25 04:00:00+00:00,Channel Breakout Short,152.17017105000002,10122.0,0.0,0.0,122.09098936079096,0.012209098936079096,0.0,0.0
11,Short,Exit,2024-07-03 16:00:00+00:00,Break-Even Stop,161.40348224829597,10119.0,2.8345866868881386,0.000280118081219795,122.09098936079096,0.012209098936079096,0.004216687509226551,-0.003098326001245775
11,Short,Entry,2024-07-01 16:00:00+00:00,Range Reversion Short,161.44877905,10119.0,0.0,0.0,119.25640267390281,0.011925640267390281,0.0,0.0
10,Short,Exit,2024-06-05 00:00:00+00:00,Break-Even Stop,155.30057217012003,10115.0,4.106226153557488,0.0004059481156383629,119.25640267390281,0.011925640267390281,0.005250209619519804,-0.001475943620558291
10,Short,Entry,2024-06-04 04:00:00+00:00,Channel Breakout Short,155.36369195,10115.0,0.0,0.0,115.15017652034533,0.011515017652034533,0.0,0.0
9,Long,Exit,2024-04-29 04:00:00+00:00,Trailing Stop Exit,158.96869006768435,10046.0,68.19603554783396,0.006787732340662681,115.15017652034533,0.011515017652034533,0.014503690276250158,-0.021465554748931068
9,Long,Entry,2024-04-26 16:00:00+00:00,Channel Breakout Long,157.91268335000004,10046.0,0.0,0.0,46.95414097251136,0.004695414097251136,0.0,0.0
8,Short,Exit,2024-04-25 04:00:00+00:00,ATR Exit,155.61604739494192,10070.0,-24.027614446404208,-0.00238582642982901,46.95414097251136,0.004695414097251136,1.1013579800673108e-05,-0.003183942310412916
8,Short,Entry,2024-04-24 20:00:00+00:00,Range Reversion Short,155.2447098,10070.0,0.0,0.0,70.98175541891557,0.007098175541891557,0.0,0.0
