strategy,trade_count,win_rate,avg_pnl_usd,avg_pnl_pct,profit_factor,max_drawdown_pct,regime_fit
breakout,8,0.375,-41.753261598662256,-0.004184001866198275,0.2013862392372732,5.61985676421613,0.375
mean_reversion,5,0.4,-16.531021373321373,-0.0016360168236402184,0.05793183370447879,0.0,0.4
trend,6,0.8333333333333334,52.68243741945786,0.005336559579912795,7.560002928789698,0.0,0.8333333333333334
