timestamp,equity,equity_peak,drawdown_pct,trading_enabled,circuit_breaker_active,cooldown_bars_remaining,current_open_risk_ratio,signal_bias,final_signal,session_allowed,risk_approved,risk_reason,risk_amount_usd,atr,atr_avg_100,bar_range,bar_range_avg_20,regime
2024-01-18 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.42883098954644333,0.5187551028841737,0.24100000000001387,0.42584999999999695,range
2024-01-19 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.43641449029312773,0.5175617606727094,0.535000000000025,0.42409999999999715,range
2024-01-19 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.44881345527218897,0.5165796420241305,0.6099999999999852,0.4418999999999983,range
2024-01-19 08:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4535410656098908,0.5156917747506905,0.5150000000000148,0.4616999999999976,range
2024-01-19 12:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.46207384663775636,0.5149470813046775,0.5730000000000075,0.45689999999999886,range
2024-01-19 16:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4495685718779171,0.5140514852851329,0.28700000000000614,0.4716499999999996,range
2024-01-19 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.42888510245806566,0.5129005882199021,0.1599999999999966,0.4487000000000009,range
2024-01-21 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.41667902371105964,0.511617634026451,0.25799999999998136,0.43100000000000166,range
2024-01-22 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4226305220174125,0.5104467509737005,0.5,0.4131,range
2024-01-22 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4139426275875965,0.5091934506699848,0.3009999999999877,0.42605000000000076,range
2024-01-22 08:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.416303868474197,0.5080025585905517,0.44700000000000273,0.42180000000000034,range
2024-01-22 12:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.41078216358318287,0.506771920679066,0.33899999999999864,0.4099000000000004,range
2024-01-22 16:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4028691518986706,0.505473136069311,0.30000000000001137,0.4088499999999996,range
2024-01-22 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.39066421247733696,0.5040557419508916,0.23199999999999932,0.37690000000000057,range
2024-01-23 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4125453401575274,0.5029397614412164,0.6970000000000027,0.37079999999999985,range
2024-01-23 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4710063872891322,0.502555021993601,1.2309999999999945,0.3934000000000012,range
2024-01-23 08:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.5018630739113364,0.5025467845164312,0.9029999999999916,0.4359000000000009,range
2024-01-23 12:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.5136585686319554,0.5026775113883785,0.6670000000000016,0.46210000000000095,range
2024-01-23 16:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.50546867087253,0.5027099667312175,0.3990000000000009,0.4801000000000002,range
2024-01-23 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.48379233723877774,0.502492522714063,0.20199999999999818,0.4727000000000004,range
2024-01-24 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.48566431315029296,0.5023012930599292,0.5099999999999909,0.469850000000001,range
2024-01-24 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4732597193538443,0.5019749832430069,0.3120000000000118,0.48329999999999984,range
2024-01-24 08:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.469241167971427,0.5016112741844339,0.4170000000000016,0.4721499999999992,range
2024-01-24 12:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4979382274020401,0.5015709110329789,0.8710000000000093,0.4625,range
2024-01-24 16:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.5131569254447504,0.5016968459722373,0.7109999999999843,0.4802999999999997,range
2024-01-24 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4945742879129836,0.5016202593264389,0.2530000000000143,0.4871999999999986,range
2024-01-25 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.48124755306205563,0.5014035284087327,0.3079999999999927,0.485499999999999,range
2024-01-25 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.47151558498619445,0.5010889184779691,0.34499999999999886,0.4928999999999988,range
2024-01-25 08:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4640501860586104,0.5007030983486008,0.36700000000001864,0.49724999999999964,range
2024-01-25 12:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.491975172768711,0.5006131197343752,0.8550000000000182,0.4906000000000006,range
2024-01-25 16:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.484905517570946,0.5004528380796464,0.3930000000000007,0.5183000000000021,range
2024-01-25 20:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.475197980601594,0.5001977385091609,0.34900000000001796,0.5156000000000021,range
2024-01-26 00:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4677552677014788,0.4998733138010841,0.3709999999999809,0.516100000000003,range
2024-01-26 04:00:00+00:00,10000.0,10000.0,0.0,True,False,0,0.0,0,0.0,True,False,flat_signal,0.0,0.4511298914370884,0.4998316485295781,0.23500000000001364,0.5196500000000015,range
