trade_id,pair,side,entry_time,exit_time,entry_price,exit_price,size_units,pnl_quote,pnl_usd,pnl_pct,cumulative_pnl_usd,cumulative_pnl_pct,entry_reason,exit_reason,entry_regime,exit_regime,bars_held,max_favorable_excursion_pct,max_adverse_excursion_pct,commission_paid_usd,signal_strength,equity_at_entry,strategy_scores,position_type
1,USDJPY,Long,2022-02-17 16:00:00+00:00,2022-02-20 20:00:00+00:00,114.875,114.9286973043719,10000,536.9730437189446,4.670833604889787,0.0004670833604889787,4.670833604889787,0.0004670833604889787,Range Reversion Long,Break-Even Stop,range,range,8,0.0036648531011970096,-0.0007660500544069106,0.0,0.7542423942258252,10000.0,"{'trend': 0.12287880288708741, 'mean_reversion': 0.7542423942258252, 'breakout': 0.12287880288708741}",Long
2,USDJPY,Long,2022-02-22 00:00:00+00:00,2022-02-24 00:00:00+00:00,114.612,114.65707784375813,10004,450.95874895639537,3.93177398476316,0.0003929938375940011,8.602607589652948,0.0008602607589652948,Range Reversion Long,Break-Even Stop,range,range,12,0.005496806617108241,-8.725089868343316e-06,0.0,0.8134896995489618,10004.67083360489,"{'trend': 0.0932551502255191, 'mean_reversion': 0.8134896995489618, 'breakout': 0.0932551502255191}",Long
3,USDJPY,Long,2022-03-22 20:00:00+00:00,2022-03-23 00:00:00+00:00,121.338,120.79870956048867,10008,-5397.218718629282,-44.57564187833897,-0.004453732816261152,-35.97303428868602,-0.003597303428868602,Channel Breakout Long,ATR Exit,volatility_spike,volatility_spike,1,4.944864757949058e-05,-0.004516309812259866,0.0,0.703955941694595,10008.602607589653,"{'trend': 0.11167374319609663, 'mean_reversion': 0.18437031510930843, 'breakout': 0.703955941694595}",Long
4,USDJPY,Long,2022-03-28 00:00:00+00:00,2022-03-28 12:00:00+00:00,123.077,123.99445325450024,9964,9141.50422784044,74.15477650021448,0.007442249680314942,38.18174221152846,0.0038181742211528457,Channel Breakout Long,Trailing Stop Exit,volatility_spike,volatility_spike,3,0.016412489742193878,-0.0009262494210941469,0.0,0.5945399142419949,9964.026965711313,"{'trend': 0.15291988984606897, 'mean_reversion': 0.2525401959119361, 'breakout': 0.5945399142419949}",Long
5,USDJPY,Short,2022-04-06 04:00:00+00:00,2022-04-08 12:00:00+00:00,123.881,124.5035934377965,10038,-6249.592928601228,-50.274257329267385,-0.005008303158913656,-12.092515117738927,-0.0012092515117738927,Range Reversion Short,ATR Exit,range,range,14,0.0034630007830095174,-0.006417449003479159,0.0,-0.8082572228916393,10038.18174221153,"{'trend': 0.09186496937766786, 'mean_reversion': 0.8082572228916393, 'breakout': 0.09987780773069295}",Short
6,USDJPY,Long,2022-06-03 12:00:00+00:00,2022-06-07 04:00:00+00:00,130.946,132.95599413939865,9987,20073.811470174387,151.1923738056367,0.015137542476688148,139.09985868789778,0.013909985868789778,Trend Bullish,ATR Take Profit,trend_up,trend_up,11,0.015662945030776167,-0.003948192384647075,0.0,0.773103857380926,9987.90748488226,"{'trend': 0.773103857380926, 'mean_reversion': 0.10665233016773817, 'breakout': 0.12024381245133581}",Long
7,USDJPY,Long,2022-06-07 04:00:00+00:00,2022-06-09 04:00:00+00:00,132.77,133.57209803577217,10139,8132.471984693942,60.92697716265437,0.006009111066249912,200.02683585055215,0.020002683585055216,Trend Bullish,Trailing Stop Exit,trend_up,volatility_spike,12,0.013444302176696517,-0.0034269789862168597,0.0,0.8314554348438259,10139.099858687898,"{'trend': 0.8314554348438259, 'mean_reversion': 0.07922422304548697, 'breakout': 0.08932034211068714}",Long
8,USDJPY,Short,2022-06-16 12:00:00+00:00,2022-06-17 00:00:00+00:00,131.669,132.83069600549604,10200,-11849.299256059465,-88.28661135246297,-0.00865552736019846,111.74022449808918,0.011174022449808918,Channel Breakout Short,ATR Exit,volatility_spike,volatility_spike,3,0.000972134671031255,-0.022556562288769556,0.0,-0.7170133139127,10200.026835850553,"{'trend': 0.18058600205612582, 'mean_reversion': 0.10240068403117421, 'breakout': 0.7170133139127}",Short
9,USDJPY,Short,2022-07-29 04:00:00+00:00,2022-07-29 12:00:00+00:00,132.769,133.77208114847699,10111,-10142.153492250744,-76.13200537653128,-0.0075290705344747124,35.608219121557894,0.0035608219121557893,Channel Breakout Short,ATR Exit,volatility_spike,volatility_spike,2,0.0001732332095594313,-0.013753210463285807,0.0,-0.6479189976539828,10111.74022449809,"{'trend': 0.22474786028592564, 'mean_reversion': 0.12733314206009166, 'breakout': 0.6479189976539828}",Short
10,USDJPY,Short,2022-08-01 08:00:00+00:00,2022-08-02 12:00:00+00:00,132.416,132.27851451977355,10035,1379.666794072377,10.428005155342067,0.0010391004638336566,46.03622427689996,0.004603622427689996,Trend Bearish,Break-Even Stop,trend_down,trend_down,7,0.015285161913968108,-0.0006645722571290015,0.0,-0.8697698960607467,10035.608219121557,"{'trend': 0.8697698960607467, 'mean_reversion': 0.08342738824301718, 'breakout': 0.04680271569623623}",Short
