trade_id,position_type,step_type,timestamp,signal_reason,price,size,net_pnl_usd,net_pnl_pct,cumulative_pnl_usd,cumulative_pnl_pct,favorite_excursion_pct,adverse_excursion_pct
14,Short,Exit,2022-11-14 08:00:00+00:00,ATR Exit,140.07616688642378,8506.0,-96.83905385100753,-0.009851687347110318,-267.1468966580356,-0.026714689665803558,7.221467980045458e-06,-0.016732141309685485
14,Short,Entry,2022-11-11 16:00:00+00:00,Channel Breakout Short,138.476,8506.0,0.0,0.0,-170.30784280702807,-0.017030784280702805,0.0,0.0
13,Long,Exit,2022-09-07 16:00:00+00:00,ATR Exit,144.08623730540103,9889.0,-60.26105338266102,-0.006093158592319932,-170.30784280702807,-0.017030784280702805,6.8983595701271705e-06,-0.00891957892413169
13,Long,Entry,2022-09-07 08:00:00+00:00,Channel Breakout Long,144.962,9889.0,0.0,0.0,-110.04678942436705,-0.011004678942436705,0.0,0.0
12,Long,Exit,2022-08-11 12:00:00+00:00,ATR Exit,131.8602840718914,9961.0,-71.30081143127134,-0.007157814796585851,-110.04678942436705,-0.011004678942436705,0.0037497176417437728,-0.008124388223778388
12,Long,Entry,2022-08-10 20:00:00+00:00,Range Reversion Long,132.81,9961.0,0.0,0.0,-38.74597799309571,-0.003874597799309571,0.0,0.0
11,Short,Exit,2022-08-02 20:00:00+00:00,ATR Exit,133.42930946154502,10046.0,-84.78220226999566,-0.008439368560618362,-38.74597799309571,-0.003874597799309571,0.00133782803241015,-0.0098031805538759
11,Short,Entry,2022-08-02 12:00:00+00:00,Trend Bearish,132.304,10046.0,0.0,0.0,46.03622427689996,0.004603622427689996,0.0,0.0
10,Short,Exit,2022-08-02 12:00:00+00:00,Break-Even Stop,132.27851451977355,10035.0,10.428005155342067,0.0010391004638336566,46.03622427689996,0.004603622427689996,0.015285161913968108,-0.0006645722571290015
10,Short,Entry,2022-08-01 08:00:00+00:00,Trend Bearish,132.416,10035.0,0.0,0.0,35.608219121557894,0.0035608219121557893,0.0,0.0
9,Short,Exit,2022-07-29 12:00:00+00:00,ATR Exit,133.77208114847699,10111.0,-76.13200537653128,-0.0075290705344747124,35.608219121557894,0.0035608219121557893,0.0001732332095594313,-0.013753210463285807
9,Short,Entry,2022-07-29 04:00:00+00:00,Channel Breakout Short,132.769,10111.0,0.0,0.0,111.74022449808918,0.011174022449808918,0.0,0.0
8,Short,Exit,2022-06-17 00:00:00+00:00,ATR Exit,132.83069600549604,10200.0,-88.28661135246297,-0.00865552736019846,111.74022449808918,0.011174022449808918,0.000972134671031255,-0.022556562288769556
8,Short,Entry,2022-06-16 12:00:00+00:00,Channel Breakout Short,131.669,10200.0,0.0,0.0,200.02683585055215,0.020002683585055216,0.0,0.0
7,Long,Exit,2022-06-09 04:00:00+00:00,Trailing Stop Exit,133.57209803577217,10139.0,60.92697716265437,0.006009111066249912,200.02683585055215,0.020002683585055216,0.013444302176696517,-0.0034269789862168597
7,Long,Entry,2022-06-07 04:00:00+00:00,Trend Bullish,132.77,10139.0,0.0,0.0,139.09985868789778,0.013909985868789778,0.0,0.0
6,Long,Exit,2022-06-07 04:00:00+00:00,ATR Take Profit,132.95599413939865,9987.0,151.1923738056367,0.015137542476688148,139.09985868789778,0.013909985868789778,0.015662945030776167,-0.003948192384647075
6,Long,Entry,2022-06-03 12:00:00+00:00,Trend Bullish,130.946,9987.0,0.0,0.0,-12.092515117738927,-0.0012092515117738927,0.0,0.0
5,Short,Exit,2022-04-08 12:00:00+00:00,ATR Exit,124.5035934377965,10038.0,-50.274257329267385,-0.005008303158913656,-12.092515117738927,-0.0012092515117738927,0.0034630007830095174,-0.006417449003479159
5,Short,Entry,2022-04-06 04:00:00+00:00,Range Reversion Short,123.881,10038.0,0.0,0.0,38.18174221152846,0.0038181742211528457,0.0,0.0
4,Long,Exit,2022-03-28 12:00:00+00:00,Trailing Stop Exit,123.99445325450024,9964.0,74.15477650021448,0.007442249680314942,38.18174221152846,0.0038181742211528457,0.016412489742193878,-0.0009262494210941469
4,Long,Entry,2022-03-28 00:00:00+00:00,Channel Breakout Long,123.077,9964.0,0.0,0.0,-35.97303428868602,-0.003597303428868602,0.0,0.0
3,Long,Exit,2022-03-23 00:00:00+00:00,ATR Exit,120.79870956048867,10008.0,-44.57564187833897,-0.004453732816261152,-35.97303428868602,-0.003597303428868602,4.944864757949058e-05,-0.004516309812259866
3,Long,Entry,2022-03-22 20:00:00+00:00,Channel Breakout Long,121.338,10008.0,0.0,0.0,8.602607589652948,0.0008602607589652948,0.0,0.0
2,Long,Exit,2022-02-24 00:00:00+00:00,Break-Even Stop,114.65707784375813,10004.0,3.93177398476316,0.0003929938375940011,8.602607589652948,0.0008602607589652948,0.005496806617108241,-8.725089868343316e-06
2,Long,Entry,2022-02-22 00:00:00+00:00,Range Reversion Long,114.612,10004.0,0.0,0.0,4.670833604889787,0.0004670833604889787,0.0,0.0
1,Long,Exit,2022-02-20 20:00:00+00:00,Break-Even Stop,114.9286973043719,10000.0,4.670833604889787,0.0004670833604889787,4.670833604889787,0.0004670833604889787,0.0036648531011970096,-0.0007660500544069106
1,Long,Entry,2022-02-17 16:00:00+00:00,Range Reversion Long,114.875,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
