regime,trade_count,win_rate,net_pnl_usd,avg_pnl_pct,avg_bars_held
range,7,0.5714285714285714,-126.04565827034044,-0.0018794252530758514,9.285714285714286
trend_down,2,0.5,-81.83490025894682,-0.0039996100848085706,3.0
volatility_spike,12,0.5,597.6889685720937,0.005071221656217804,14.25
