strategy,trade_count,win_rate,avg_pnl_usd,avg_pnl_pct,profit_factor,max_drawdown_pct,regime_fit
breakout,12,0.5,49.80741404767448,0.005071221656217804,2.3959804207511706,1.353598699819082,0.5
mean_reversion,7,0.5714285714285714,-18.006522610048634,-0.0018794252530758514,0.4482076067659127,0.0,0.5714285714285714
trend,2,0.5,-40.91745012947341,-0.0039996100848085706,0.09199954655185118,10.86961879139695,0.5
